treated1fb	treated2fb	treated3fb	untreated1fb	untreated2fb	untreated3fb	untreated4fb
FBgn0036874	1	0	0	0	1	0	0
FBgn0036875	10	11	4	4	7	2	8
FBgn0036876	0	0	0	1	0	0	0
FBgn0036877	7	5	4	2	2	2	4
FBgn0036878	0	0	0	0	0	0	0
FBgn0036879	0	0	0	0	0	0	0
FBgn0036880	1	0	0	0	2	0	0
FBgn0036881	0	2	0	1	1	1	0
FBgn0036882	32	30	22	37	62	24	16
FBgn0036886	391	323	273	356	504	227	317
FBgn0036887	277	233	181	241	321	139	169
FBgn0036888	2077	2053	1910	2160	2688	1483	1585
FBgn0036889	168	157	116	127	223	65	103
FBgn0036890	1	0	0	0	1	0	0
FBgn0036891	3488	3524	2935	3219	4909	2273	2503
FBgn0036892	1543	1212	1038	1152	1656	869	871
FBgn0036893	281	249	172	149	212	98	100
FBgn0036895	3	2	2	1	4	2	2
FBgn0036896	654	515	438	737	1444	686	688
FBgn0036897	399	308	313	300	394	260	223
FBgn0036899	0	1	1	1	0	1	1
FBgn0036900	590	534	525	625	808	392	455
FBgn0036904	0	1	1	0	0	0	0
FBgn0036905	0	0	0	0	0	0	0
FBgn0036906	82	48	27	74	74	27	37
FBgn0036908	631	409	310	515	899	271	316
FBgn0036909	236	118	145	145	215	56	117
FBgn0036910	1	7	5	1	4	5	5
FBgn0036911	302	220	281	268	326	201	203
FBgn0036913	1922	2179	1929	2406	2886	1820	1807
FBgn0036915	761	794	614	757	1162	489	608
FBgn0036916	258	278	229	226	368	138	177
FBgn0036918	879	730	803	752	1167	543	638
FBgn0036919	709	1101	915	831	1161	656	759
FBgn0036920	304	282	259	282	346	147	187
FBgn0036921	4074	2589	2363	4160	5070	2254	2405
FBgn0036922	71	59	73	72	68	40	49
FBgn0036923	2	2	5	2	4	2	1
FBgn0036924	0	0	0	0	0	0	0
FBgn0036925	0	0	0	0	0	0	0
FBgn0036927	125	61	53	121	144	71	74
FBgn0036928	1725	1325	1182	1390	1749	800	1127
FBgn0036929	1180	549	420	736	1043	374	454
FBgn0036932+FBgn0036931	443	348	454	534	598	310	321
FBgn0036934	0	1	0	0	0	0	2
FBgn0036935	0	2	3	0	0	0	0
FBgn0036936	0	0	0	0	0	0	0
FBgn0036937	0	0	0	0	1	0	1
FBgn0036938	0	0	0	0	0	0	0
FBgn0036939	1	0	0	0	2	2	2
FBgn0036940	4	0	2	3	3	3	2
FBgn0036941	0	1	1	0	0	0	0
FBgn0036942	43	31	14	21	33	12	20
FBgn0036945	95	115	81	82	87	63	58
FBgn0036947	0	0	0	1	0	0	0
FBgn0036948	0	3	1	0	1	0	1
FBgn0036949	0	4	1	1	2	1	1
FBgn0036950	0	3	1	0	0	0	0
FBgn0036951	1	3	1	1	2	2	1
FBgn0036952	1	0	2	1	0	0	3
FBgn0036953	0	0	0	0	1	0	1
FBgn0036956	3	2	0	0	4	0	0
FBgn0036958	1552	2020	1595	1499	2668	1447	1360
FBgn0036959	25	33	30	44	48	18	36
FBgn0036960	0	0	1	0	0	0	0
FBgn0036962	2	1	0	0	1	1	1
FBgn0036964	339	274	263	277	392	175	194
FBgn0036967	783	584	559	682	1055	378	481
FBgn0036968	681	549	527	1168	1671	776	895
FBgn0036969	0	0	1	0	0	5	0
FBgn0036970	1	0	1	1	3	1	2
FBgn0036972	0	2	4	0	3	0	0
FBgn0036973	248	281	245	253	368	205	269
FBgn0036974	3139	2634	2589	3021	4571	2199	2591
FBgn0036975	181	199	159	201	260	132	180
FBgn0036977	2	4	4	1	7	3	6
FBgn0036978	13	5	6	8	14	11	8
FBgn0036979	6	7	7	6	6	1	3
FBgn0036980	987	1018	1137	963	1274	840	893
FBgn0036984	146	136	119	67	122	58	73
FBgn0036985	1304	1292	865	2116	5321	1745	1880
FBgn0036986	1	2	2	1	3	1	2
FBgn0036987	218	235	164	186	275	122	164
FBgn0036988	297	195	160	234	266	132	175
FBgn0036990	286	303	191	243	456	121	197
FBgn0036991	201	169	109	141	271	82	108
FBgn0036992	45	36	20	25	43	15	19
FBgn0036993	7	6	17	4	6	2	5
FBgn0036994	276	312	228	219	344	163	187
FBgn0036995	14	20	7	17	12	15	6
FBgn0036996	8	2	5	5	5	0	3
FBgn0036997	68	89	87	64	68	68	69
FBgn0036999+FBgn0036998	742	489	358	563	674	258	301
FBgn0037000	88	77	60	63	108	41	46
FBgn0037001	1808	2426	2159	2333	2362	1579	1944
FBgn0037003	16	2	6	11	12	5	2
FBgn0037004	14	16	6	13	9	4	0
FBgn0037005	23	15	4	19	8	6	7
FBgn0037007	1448	811	849	1099	2163	734	823
FBgn0037008	173	136	85	119	175	54	91
FBgn0037009	662	475	502	633	857	310	521
FBgn0037010	1025	1102	835	1128	1377	698	790
FBgn0037011	448	343	368	390	444	184	245
FBgn0037012	267	114	112	157	313	92	75
FBgn0037013	17	12	4	20	25	6	7
FBgn0037014	0	0	0	0	0	0	0
FBgn0037015	3	0	0	1	2	1	1
FBgn0037016	510	394	300	203	520	236	212
FBgn0037017	46	26	11	26	53	12	22
FBgn0037018	251	244	159	187	279	111	143
FBgn0037019	263	193	138	205	235	113	118
FBgn0037020	444	472	388	439	574	296	358
FBgn0037021	697	681	515	728	1017	511	545
FBgn0037022	171	142	78	91	225	82	115
FBgn0037023	0	2	0	0	2	1	2
FBgn0037024	293	379	293	322	398	213	272
FBgn0037025	1518	1068	650	866	1715	548	514
FBgn0037026	1160	1266	980	990	1505	686	785
FBgn0037027	1370	1170	955	1057	1590	803	805
FBgn0037028	525	418	374	338	476	142	203
FBgn0037030	4	7	4	3	3	3	3
FBgn0037031	111	101	96	124	112	48	60
FBgn0037035	3	4	1	2	4	2	1
FBgn0037036	7	1	0	2	3	2	2
FBgn0037037	20	9	0	2	14	3	6
FBgn0037038	2	3	0	1	3	2	1
FBgn0037039	1	0	1	2	0	0	0
FBgn0037040	6	0	3	4	7	5	1
FBgn0037042	5	0	1	2	6	0	2
FBgn0037044	411	505	428	393	472	309	328
FBgn0037045	127	98	96	88	114	47	65
FBgn0037046	73	47	22	17	27	9	8
FBgn0037050	210	155	161	148	276	126	129
FBgn0037051	3235	3283	2969	2925	4461	2107	2541
FBgn0037057	390	340	280	467	493	287	335
FBgn0037059	1	0	0	0	0	0	0
FBgn0037060	1	0	5	2	4	0	2
FBgn0037061	283	193	134	235	345	93	129
FBgn0037063	611	704	662	564	670	414	552
FBgn0037064	15	15	21	14	16	11	15
FBgn0037065	7	3	7	16	17	4	9
FBgn0037067	0	0	0	0	0	0	1
FBgn0037068	0	0	0	0	0	0	0
FBgn0037069	2	1	0	1	0	1	1
FBgn0037070	304	271	180	271	355	165	210
FBgn0037071	323	264	191	281	290	126	194
FBgn0037073	1195	1191	852	1304	1682	773	881
FBgn0037074	3527	3191	2532	3783	5482	2591	2554
FBgn0037076	206	175	139	200	252	109	154
FBgn0037078	29	28	33	18	44	17	24
FBgn0037081	976	708	596	741	1268	594	574
FBgn0037082	524	328	195	311	500	182	209
FBgn0037083	1	2	3	0	0	0	2
FBgn0037084	196	231	175	239	303	158	176
FBgn0037085	0	0	0	0	0	0	0
FBgn0037086	0	4	1	0	0	1	0
FBgn0037087	270	253	240	220	361	158	179
FBgn0037090	2	3	4	7	6	1	3
FBgn0037092	241	162	183	189	183	87	109
FBgn0037093	1727	1648	1382	1605	2465	1210	1281
FBgn0037094	1480	1684	1260	1436	2126	1097	1187
FBgn0037097	1150	891	910	818	1631	602	756
FBgn0037098	1752	1739	1192	1990	2868	1162	1125
FBgn0037099	0	0	0	0	0	0	0
FBgn0037100	1	3	0	1	0	0	2
FBgn0037101	0	0	2	0	1	1	0
FBgn0037102	430	338	263	307	533	169	248
FBgn0037104	0	0	0	0	0	0	0
FBgn0037105	496	340	234	401	601	175	200
FBgn0037106	174	158	119	154	213	85	122
FBgn0037107	13	6	5	7	9	0	2
FBgn0037108	1453	1276	1092	1501	1788	840	1109
FBgn0037109	1388	1440	969	1083	1763	806	882
FBgn0037110	254	198	275	356	525	220	245
FBgn0037114	0	0	0	0	0	0	0
FBgn0037115	0	0	0	0	0	1	0
FBgn0037116	890	880	651	940	1433	671	676
FBgn0037117	282	166	145	207	326	157	138
FBgn0037120	866	716	614	753	1010	503	511
FBgn0037121	353	357	252	290	455	177	257
FBgn0037122	9	2	7	3	9	4	5
FBgn0037123	0	0	0	0	0	0	1
FBgn0037124	0	0	0	0	0	0	0
FBgn0037125	0	0	0	0	0	0	0
FBgn0037126	65	43	32	51	52	26	18
FBgn0037127	1	0	3	0	0	0	0
FBgn0037128	0	0	0	0	2	0	0
FBgn0037129	3	1	0	2	3	2	1
FBgn0037130	651	600	519	491	626	414	424
FBgn0037131	3	4	6	4	9	1	5
FBgn0037133	53	27	17	32	47	20	17
FBgn0037134	141	128	109	92	200	86	74
FBgn0037135	4969	6028	4952	5094	5759	3695	4207
FBgn0037137	2866	3179	2304	2936	4153	2185	2141
FBgn0037138	1491	1309	1232	1254	1827	852	889
FBgn0037139	0	2	0	1	0	0	2
FBgn0037140	23	11	13	11	20	6	10
FBgn0037141	523	478	305	377	653	246	315
FBgn0037142	570	561	389	514	679	311	345
FBgn0037143	9	1	4	0	1	0	0
FBgn0037144	47	47	79	107	71	51	62
FBgn0037146	6	3	6	0	7	0	2
FBgn0037147	0	2	1	1	1	1	0
FBgn0037149	306	302	224	209	295	122	161
FBgn0037150	335	200	175	236	402	123	157
FBgn0037151	192	181	132	140	197	64	103
FBgn0037152	0	0	0	0	0	0	0
FBgn0037153	212	229	206	54	76	57	50
FBgn0037156	162	252	193	159	255	114	154
FBgn0037162	0	0	0	0	0	0	0
FBgn0037163	0	3	3	0	2	1	2
FBgn0037164	0	2	0	0	0	0	0
FBgn0037165	0	0	0	0	0	0	0
FBgn0037166	2	6	0	1	2	0	2
FBgn0037167	0	0	0	0	0	0	0
FBgn0037168	0	0	0	0	2	0	0
FBgn0037169	8	8	3	3	1	0	1
FBgn0037170	10	6	8	1	6	0	1
FBgn0037171	0	1	0	0	0	0	0
FBgn0037172	0	0	0	0	0	0	0
FBgn0037174	1	0	0	0	1	0	1
FBgn0037175	0	0	0	0	0	0	0
FBgn0037176	0	0	0	0	1	0	2
FBgn0037177	0	0	0	0	0	0	0
FBgn0037178	0	0	0	0	0	0	0
FBgn0037179	0	0	0	0	0	0	0
FBgn0037180	0	0	0	0	0	0	0
FBgn0037181	2	0	1	0	4	0	0
FBgn0037182	1838	1919	1622	1864	2720	1477	1617
FBgn0037183	70	72	53	69	100	38	72
FBgn0037184	173	164	91	148	189	74	106
FBgn0037185	198	188	176	208	238	150	168
FBgn0037186	11	20	9	7	22	9	13
FBgn0037188	420	396	323	344	529	297	232
FBgn0037191	13	12	8	0	0	2	0
FBgn0037195	2	7	1	3	8	2	1
FBgn0037197	1	2	2	2	1	0	1
FBgn0037199	376	254	219	333	583	176	242
FBgn0037200	326	265	214	242	317	161	172
FBgn0037202	470	470	355	316	509	219	301
FBgn0037203	57	51	39	51	54	26	18
FBgn0037204	2	3	0	1	3	3	2
FBgn0037205	730	632	387	648	892	346	371
FBgn0037206	663	722	519	494	907	378	435
FBgn0037207	4531	3830	3078	3840	5898	2774	2973
FBgn0037212	60	18	37	58	79	45	13
FBgn0037213	739	748	699	578	643	388	346
FBgn0037215	6219	5437	4636	6657	8148	4275	4776
FBgn0037217	52	59	53	51	67	55	50
FBgn0037218	2934	2666	2307	2769	3617	1949	1871
FBgn0037220	1671	1865	1301	1640	2183	997	1227
FBgn0037222+FBgn0085334	480	286	329	476	992	423	451
FBgn0037223	9	7	7	42	70	24	29
FBgn0037224	0	1	0	7	4	3	3
FBgn0037225	110	98	68	59	128	44	66
FBgn0037227	3	7	2	3	1	0	1
FBgn0037228	21145	15371	11512	14097	20496	7285	9546
FBgn0037229	74	34	34	40	68	28	48
FBgn0037230	16	13	11	6	21	9	9
FBgn0037231	676	566	505	497	1093	416	486
FBgn0037232	365	245	234	373	410	220	250
FBgn0037234	1041	767	756	858	1210	565	597
FBgn0037235	991	675	618	817	1128	375	489
FBgn0037236	1572	1228	975	1371	1739	771	866
FBgn0037238	13	16	16	17	37	31	17
FBgn0037239	671	641	671	1333	1746	1012	1091
FBgn0037240	3207	2438	1925	1544	2952	1128	1129
FBgn0037241	941	779	612	847	1004	403	509
FBgn0037242	838	703	555	657	925	521	503
FBgn0037244	383	343	278	360	527	206	273
FBgn0037245	17579	13590	11471	12982	19076	9031	9382
FBgn0037248	2538	1932	1388	2466	3718	1436	1509
FBgn0037249	10433	12779	8336	9997	12866	7309	8264
FBgn0037250	325	318	224	265	424	150	216
FBgn0037251	309	344	201	242	256	110	176
FBgn0037252	2190	2325	1809	2039	2988	1383	1425
FBgn0037254	9	4	5	5	10	7	2
FBgn0037255	1463	1473	1171	970	2041	980	997
FBgn0037260	28	9	11	9	31	5	5
FBgn0037261	2046	1918	1662	1882	2360	1425	1379
FBgn0037262+FBgn0037263	949	808	615	768	1253	414	472
FBgn0037265	201	166	160	164	321	130	137
FBgn0037270	5474	7468	4911	5383	7974	3519	4831
FBgn0037273	0	0	0	0	0	0	0
FBgn0037275	30	7	0	9	13	0	3
FBgn0037276	1	0	2	0	3	1	2
FBgn0037279	1606	1163	966	1605	1714	933	958
FBgn0037280	1	0	2	0	1	0	1
FBgn0037282	976	1049	752	928	1161	629	666
FBgn0037283	0	0	0	0	0	0	1
FBgn0037284	0	0	0	0	0	0	0
FBgn0037288	1	3	0	0	1	2	4
FBgn0037290	221	155	160	31	23	11	14
FBgn0037291	2	0	0	1	2	1	1
FBgn0037292	0	0	2	0	0	0	0
FBgn0037293	929	812	543	770	1082	479	604
FBgn0037294	2	0	0	0	0	0	0
FBgn0037295	2	0	0	0	2	1	1
FBgn0037296	12	6	7	3	7	5	2
FBgn0037297	417	342	383	361	557	295	337
FBgn0037298	1703	1808	1405	1383	1877	949	1068
FBgn0037299	646	515	363	455	790	289	362
FBgn0037301	1348	1224	963	1103	1380	681	740
FBgn0037304	9	13	7	7	16	5	7
FBgn0037305	887	707	681	702	711	390	536
FBgn0037307	2	4	5	2	7	2	2
FBgn0037309	53	48	31	24	60	19	19
FBgn0037310	2	0	1	2	3	2	1
FBgn0037312	1480	2185	1800	1917	2366	1269	1647
FBgn0037313	1508	1503	1793	2198	2283	1366	1690
FBgn0037315	2500	2541	1982	1806	3178	1674	1753
FBgn0037317	201	193	195	186	336	95	173
FBgn0037320	0	0	0	0	0	1	0
FBgn0037321	1240	1000	947	1189	1711	858	848
FBgn0037322	19	1	6	12	7	4	3
FBgn0037323	0	2	0	1	0	0	0
FBgn0037324	0	1	2	0	0	0	0
FBgn0037325	0	0	0	0	2	0	0
FBgn0037326	1	2	0	0	3	0	0
FBgn0037327	4501	4805	3484	4258	6513	2834	3265
FBgn0037328	19067	20893	21532	21682	37128	17771	21701
FBgn0037329	536	725	624	631	843	527	618
FBgn0037330	518	559	409	463	577	230	283
FBgn0037332	611	504	485	578	722	395	399
FBgn0037336	1899	1650	1295	1623	2311	1270	1231
FBgn0037338	406	308	183	281	461	161	183
FBgn0037339	1630	1547	1272	1217	1968	926	1113
FBgn0037340	213	257	189	183	253	109	139
FBgn0037341	241	311	249	349	406	189	241
FBgn0037342	431	487	323	416	540	241	281
FBgn0037344	4532	4736	3270	3472	7031	3153	2815
FBgn0037345	258	145	101	121	251	67	78
FBgn0037347	388	274	273	320	460	202	251
FBgn0037351	32829	47602	40642	45153	59000	32158	40349
FBgn0037352	12	11	4	7	18	4	4
FBgn0037354	446	556	395	463	614	318	357
FBgn0037356	270	368	225	223	268	139	159
FBgn0037357	4090	5028	4245	4651	5315	3123	3606
FBgn0037358	1020	947	660	993	1047	517	625
FBgn0037359	251	221	215	265	222	102	137
FBgn0037360	2080	2302	1883	1900	2621	1378	1661
FBgn0037363	1980	1839	1430	1804	2920	1459	1406
FBgn0037364	569	510	316	424	632	223	268
FBgn0037365	3	3	0	3	3	2	0
FBgn0037368	86	93	58	67	118	41	57
FBgn0037369	444	445	294	301	377	156	186
FBgn0037370	706	743	567	598	813	367	445
FBgn0037371	1221	1061	817	1011	1323	612	714
FBgn0037372	320	321	226	305	372	167	201
FBgn0037374	1472	1330	1212	1562	1554	866	991
FBgn0037375	24	49	35	44	65	32	51
FBgn0037376	1475	1175	971	1327	1810	813	933
FBgn0037377	454	435	268	437	548	244	311
FBgn0037378	532	525	479	556	583	324	354
FBgn0037379	1178	1056	777	975	1507	731	732
FBgn0037380	1	3	0	0	2	1	2
FBgn0037382	830	786	576	621	980	389	525
FBgn0037383	193	230	168	200	263	151	169
FBgn0037384	325	269	272	303	319	156	187
FBgn0037386+FBgn0037385	35	23	21	45	43	17	23
FBgn0037387	14	16	11	16	14	15	24
FBgn0037388	1	0	0	0	1	0	1
FBgn0037389	0	0	0	0	1	0	2
FBgn0037391	1386	1629	1369	1280	1829	1033	1196
FBgn0037395	0	0	0	0	0	1	0
FBgn0037396	0	0	0	0	0	0	0
FBgn0037397	0	0	0	0	0	0	0
FBgn0037398	1	0	0	0	0	0	0
FBgn0037399	2	0	0	1	0	0	0
FBgn0037402	0	0	1	2	1	0	0
FBgn0037405	67	46	62	33	65	19	48
FBgn0037406	0	0	0	0	0	0	0
FBgn0037408	0	0	0	3	1	0	1
FBgn0037409	0	2	0	0	2	0	0
FBgn0037410	0	0	0	0	0	0	0
FBgn0037411	0	0	0	0	0	0	0
FBgn0037412	0	0	0	0	0	0	1
FBgn0037413	1	0	0	0	0	0	0
FBgn0037414	1	0	0	0	1	0	1
FBgn0037415	0	0	0	0	0	0	0
FBgn0037416	0	0	0	0	0	0	0
FBgn0037417	0	0	0	0	0	0	0
FBgn0037418	0	0	0	0	0	0	0
FBgn0037419	0	0	0	0	0	0	0
FBgn0037420	0	0	1	0	0	0	0
FBgn0037421	0	0	0	0	0	0	0
FBgn0037422	0	0	0	0	0	0	0
FBgn0037424	0	0	0	0	1	0	0
FBgn0037427	0	0	0	0	0	0	0
FBgn0037428	2	0	0	0	0	0	0
FBgn0037429	155	204	158	155	215	133	155
FBgn0037430	0	1	0	0	2	0	0
FBgn0037431	6	2	1	3	5	1	3
FBgn0037432	7	2	9	5	14	5	8
FBgn0037433	23	21	26	22	27	13	20
FBgn0037434	1519	1423	1066	1052	1698	603	858
FBgn0037435	179	138	95	119	171	64	75
FBgn0037436	0	3	1	0	3	3	2
FBgn0037439	1423	1144	810	1115	1815	669	785
FBgn0037440	354	332	246	322	346	170	221
FBgn0037442	3247	2747	3200	3114	4485	2361	2603
FBgn0037443	1834	1896	1624	1172	2786	1674	1652
FBgn0037445	1382	1331	827	1324	2494	1098	1016
FBgn0037446	1067	1075	1019	997	1660	823	946
FBgn0037447	0	1	0	1	0	0	0
FBgn0037448	4	6	6	11	13	2	5
FBgn0037449	19	29	18	15	30	20	11
FBgn0037454	0	0	0	0	0	0	0
FBgn0037455	0	0	0	0	0	0	0
FBgn0037456	0	0	0	0	0	0	0
FBgn0037459	0	0	0	0	0	0	0
FBgn0037460	0	0	0	0	0	0	0
FBgn0037461	0	0	0	0	0	0	0
FBgn0037462	0	0	0	0	0	0	0
FBgn0037463	0	0	0	1	0	0	0
FBgn0037464	2	0	0	0	2	0	0
FBgn0037465	563	616	528	556	586	336	436
FBgn0037466	775	600	564	681	1040	537	517
FBgn0037467	891	1040	839	894	1125	526	669
FBgn0037468	7009	4670	3488	2879	4514	1340	1891
FBgn0037469	221	237	184	219	289	142	176
FBgn0037470	1514	1055	1145	1088	1500	844	861
FBgn0037472	305	372	242	251	318	202	246
FBgn0037473	296	279	231	273	412	179	173
FBgn0037475	1	0	0	0	0	0	0
FBgn0037477	2	0	0	1	1	0	1
FBgn0037478	294	392	307	297	461	210	269
FBgn0037481	235	223	149	241	259	107	128
FBgn0037482	860	1068	740	918	1258	593	687
FBgn0037483	18	9	4	8	16	6	14
FBgn0037485	0	0	0	0	3	1	0
FBgn0037486	3	0	0	3	4	0	1
FBgn0037487	4	7	6	4	8	1	3
FBgn0037488	0	0	0	0	0	0	0
FBgn0037489	933	873	628	854	1222	479	542
FBgn0037490	89	91	57	40	113	33	31
FBgn0037491	201	175	152	199	253	131	150
FBgn0037492	60	48	58	69	78	40	49
FBgn0037493	0	0	0	0	0	0	0
FBgn0037498	0	0	0	0	0	0	0
FBgn0037500	1	0	0	0	0	0	0
FBgn0037501	0	0	0	0	0	0	0
FBgn0037502	0	0	0	0	0	0	0
FBgn0037503	1	0	0	0	0	0	0
FBgn0037504	429	292	292	296	558	170	225
FBgn0037506	1	6	3	3	10	5	5
FBgn0037512	0	0	0	0	1	0	0
FBgn0037513	57	57	50	75	88	38	62
FBgn0037514	0	0	0	0	0	2	0
FBgn0037515	914	994	808	836	1333	782	890
FBgn0037516	0	2	1	0	0	0	1
FBgn0037517	4	2	1	0	4	0	3
FBgn0037518	279	289	291	215	344	160	178
FBgn0037520+FBgn0037519	0	0	0	1	1	0	0
FBgn0037521	1	0	1	0	4	0	0
FBgn0037525	20	24	22	14	27	9	10
FBgn0037526	245	191	145	224	243	129	144
FBgn0037529	884	794	910	779	1156	613	689
FBgn0037530	3591	3679	3546	4782	5034	3257	3398
FBgn0037531	454	367	221	268	415	189	188
FBgn0037533	5424	5385	4691	4943	6918	3477	3891
FBgn0037534	1	5	0	2	2	0	2
FBgn0037535	158	119	86	175	188	64	93
FBgn0037536	1466	1058	944	1080	1601	861	890
FBgn0037537	1122	956	1024	951	1378	665	791
FBgn0037538	545	690	552	594	728	376	514
FBgn0037539	563	594	467	626	1084	480	492
FBgn0037540	177	156	110	126	208	88	87
FBgn0037541	2875	2927	1831	2405	3158	1554	1662
FBgn0037543	222	216	150	242	347	138	147
FBgn0037544	88	81	48	73	135	37	68
FBgn0037546	3	0	0	0	0	2	0
FBgn0037547	1	0	0	1	1	2	0
FBgn0037548	150	156	122	260	253	105	122
FBgn0037549	2771	2976	2358	2543	3352	1747	1964
FBgn0037550	300	292	270	279	394	147	191
FBgn0037551	1256	1005	1185	1147	1904	941	1073
FBgn0037552	3205	1921	1130	2855	3957	1089	1341
FBgn0037553	306	273	190	541	454	154	210
FBgn0037554	912	956	728	633	848	487	504
FBgn0037555	773	798	668	620	1130	518	575
FBgn0037556	1076	720	772	846	1249	610	669
FBgn0037560	1130	497	337	772	1005	264	373
FBgn0037561	404	357	226	291	620	196	248
FBgn0037562	25	13	9	5	18	5	8
FBgn0037563	3	4	1	1	1	0	0
FBgn0037565	3	1	1	4	3	5	1
FBgn0037566	716	682	493	542	871	352	408
FBgn0037567	192	230	153	212	184	106	125
FBgn0037569	301	470	325	370	417	191	252
FBgn0037570	1	0	1	0	0	0	0
FBgn0037571	1	0	0	0	0	0	0
FBgn0037572	0	0	0	0	0	0	0
FBgn0037573	1081	1316	1191	1309	1377	864	1011
FBgn0037574	132	143	95	112	222	72	123
FBgn0037576	2	0	0	1	1	0	1
FBgn0037577	0	0	0	0	0	0	0
FBgn0037578	345	234	154	225	414	112	159
FBgn0037579	3	2	1	0	0	0	0
FBgn0037580	2852	3284	2146	2440	2851	1374	1685
FBgn0037581	114	110	74	74	88	50	47
FBgn0037583	1060	465	402	637	688	318	326
FBgn0037584	26	19	18	12	23	9	7
FBgn0037589	0	1	0	0	1	0	0
FBgn0037590	0	0	0	1	1	0	0
FBgn0037591	1	0	0	0	0	0	1
FBgn0037592	442	467	328	547	692	335	392
FBgn0037594	2	0	1	0	1	0	0
FBgn0037599	1	0	0	0	0	0	0
FBgn0037600	0	0	0	0	1	0	0
FBgn0037601	0	0	0	0	0	0	0
FBgn0037602	56	88	53	45	90	30	43
FBgn0037603	272	234	211	264	287	164	199
FBgn0037606	304	286	265	350	510	256	261
FBgn0037607	6881	8963	6811	5102	6130	3505	4014
FBgn0037608	435	453	315	396	589	217	293
FBgn0037609	973	784	750	855	1166	542	668
FBgn0037611+FBgn0037610	417	414	272	337	416	185	238
FBgn0037612	1087	1427	957	1207	1560	876	1061
FBgn0037613	199	177	142	153	222	91	118
FBgn0037615+FBgn0037614	620	450	416	494	822	338	363
FBgn0037616	30	25	16	16	26	9	21
FBgn0037617	360	252	222	270	350	151	220
FBgn0037618	2	6	4	3	2	2	2
FBgn0037619	171	137	154	161	165	83	112
FBgn0037620	43	35	33	27	69	23	15
FBgn0037621	692	890	844	1017	981	654	710
FBgn0037622	1286	967	938	1133	1315	726	804
FBgn0037623	21	15	11	16	28	17	16
FBgn0037624	2334	2279	1843	1719	2562	1171	1405
FBgn0037625	0	2	2	4	7	0	2
FBgn0037626	11	6	11	1	8	4	2
FBgn0037627	1	0	1	0	1	0	1
FBgn0037630	48	38	23	24	50	15	18
FBgn0037632	9344	10833	8988	8520	9881	5396	6235
FBgn0037633	1467	1307	888	1207	2001	879	978
FBgn0037634	219	177	122	129	273	143	131
FBgn0037635	131	113	104	266	324	168	192
FBgn0037636	22975	15402	12376	7352	36129	12340	12886
FBgn0037637	1269	923	773	959	971	636	764
FBgn0037638	1290	1254	997	1516	1715	833	978
FBgn0037640	8	10	7	0	19	2	4
FBgn0037643	2855	2962	3162	3558	3894	2535	2933
FBgn0037644	1098	1111	1050	957	1342	686	851
FBgn0037645	5	5	2	3	4	0	1
FBgn0037646	13	9	14	71	141	45	67
FBgn0037647	693	492	397	504	643	306	380
FBgn0037648	564	461	442	484	683	326	403
FBgn0037650	1	1	0	0	0	0	0
FBgn0037652	665	488	422	593	805	287	379
FBgn0037653	801	818	650	637	919	402	543
FBgn0037654	24	9	7	10	23	8	19
FBgn0037655	1910	2411	2318	2280	2878	2043	2014
FBgn0037656	210	190	138	155	248	101	125
FBgn0037657	1239	1306	1051	1285	1771	844	923
FBgn0037659	2433	2479	1837	2309	3623	1856	1849
FBgn0037660	501	582	375	402	694	305	329
FBgn0037661	228	198	122	215	210	83	144
FBgn0037662	28	12	9	1	15	23	5
FBgn0037664	2	12	1	2	2	1	4
FBgn0037665	0	0	0	0	0	0	1
FBgn0037666	0	0	0	0	0	0	0
FBgn0037667	254	190	125	209	194	104	96
FBgn0037668	3	3	2	1	1	2	2
FBgn0037669	226	165	117	214	287	81	122
FBgn0037670	208	121	110	129	279	107	112
FBgn0037671	4595	5029	4338	4165	5221	2896	3427
FBgn0037672	146	156	161	64	114	75	89
FBgn0037675	0	0	0	0	0	0	0
FBgn0037676	0	0	0	1	1	0	1
FBgn0037677	0	1	0	1	1	0	0
FBgn0037678	49	90	68	17	25	25	13
FBgn0037679	241	222	230	186	310	130	178
FBgn0037680	1022	756	796	553	613	317	361
FBgn0037683	1336	1178	1269	2091	2862	1515	2176
FBgn0037684	24	23	29	20	38	40	43
FBgn0037685	8	6	4	10	5	3	7
FBgn0037686	18419	19366	15471	15628	29721	13808	16577
FBgn0037687	338	327	242	318	340	154	222
FBgn0037688	314	261	220	235	380	165	158
FBgn0037690	7	10	2	3	10	3	2
FBgn0037696	231	166	125	155	211	103	90
FBgn0037697	2	1	1	5	6	1	3
FBgn0037698	8	12	7	1	11	9	10
FBgn0037700	1172	1048	766	752	1323	426	580
FBgn0037703+FBgn0037702	5715	5707	4764	6407	8010	4470	4403
FBgn0037705+FBgn0260722	1023	731	505	708	1399	637	629
FBgn0037707	729	885	616	735	948	552	565
FBgn0037708	170	93	78	120	145	44	70
FBgn0037709	390	319	263	391	372	236	311
FBgn0037710	817	596	589	704	985	408	447
FBgn0037712	64	64	65	96	107	48	69
FBgn0037713	62	65	64	82	78	44	68
FBgn0037714	54	47	42	80	57	39	38
FBgn0037715	266	293	159	311	368	191	268
FBgn0037716	417	493	303	300	651	270	313
FBgn0037717	693	780	631	530	665	351	423
FBgn0037718	2828	2911	2021	3231	4698	1905	2298
FBgn0037719	546	486	439	499	931	333	434
FBgn0037720	1446	1767	1171	1325	1883	1026	1035
